age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income_<=50K,income_>50K,sex_lab,income
-0.4110660347514066,?,-0.6031227447249713,Married-souse-absent,Prof-specalty,Husbad,Asian-Pac-Islnder,Mal,-3.78e-17,-4.82e-17,0.0,False,True,7,>50K
-0.4031978036721794,Feeral-gov,-0.6141562671477347,Never-marrid,Adm-clrical,Own-cild,lack,ale,-0.2671916996108543,-0.26830359877131327,-0.5363348842331886,True,False,10,<=50K
-6.88e-17,Prvate,-0.6097428581786294,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,-0.2671916996108543,-4.82e-17,-0.5897407563862774,False,True,8,>50K
-0.47764337465255957,?,0.9179243439947731,Married-spuse-absent,ales,Huband,Othe,Mae,-0.2671916996108543,-0.2873575012550464,0.0,False,True,6,>50K
-6.88e-17,Private,0.0,Separated,Machine-op-inspct,Unmarried,Black,Female,-0.2671916996108543,-4.82e-17,-0.44287460796528333,True,False,3,<=50K
-0.45645967559310174,Prvate,-0.611949562663182,Never-marrid,Sales,Husband,White,Male,-3.78e-17,-0.2373509449451655,0.8846111345794161,False,True,8,>50K
-6.88e-17,Self-emp-not-inc,0.0,Never-marrid,Farming-fishing,On-child,White,Mae,-3.78e-17,-0.2873575012550464,0.8846111345794161,True,False,6,<=50K
-0.4437494561574271,Private,0.9179243439947731,Widowed,Craft-repair,Not-in-family,White,Mae,-0.2671916996108543,-0.2873575012550464,-0.5846055763715573,True,False,6,<=50K
-6.88e-17,Local-gov,0.0,Never-married,Prof-specialty,On-child,White,Male,-3.78e-17,-0.2873575012550464,0.8846111345794161,True,False,8,<=50K
-0.39896106386028785,Prvate,-0.6185696761168401,Married-civ-spouse,Adm-clerical,Not-in-family,White,Mae,-0.2671916996108543,-4.82e-17,0.0,False,True,6,>50K
-0.45827542122676956,Private,-0.6141562671477347,Married-civ-spouse,Prof-specialy,Husband,White,Male,-0.26149944565591693,-4.82e-17,-0.5912813103906934,False,True,8,>50K
-6.88e-17,Local-gov,-0.6318099030241563,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,-3.78e-17,-0.2873575012550464,-0.6102814764451577,False,True,8,>50K
-0.4491966930584305,Without-pay,0.0,Married-spouse-absent,Prof-specialy,On-child,Asian-Pac-Islander,Male,-0.2671916996108543,-0.2873575012550464,0.8846111345794161,True,False,8,<=50K
-0.46372265812777297,Prvate,0.0,Never-marrid,Prof-specialy,Husband,White,Male,-0.2671916996108543,0.43103625188256944,-0.5794703963568373,False,True,8,>50K
-0.47764337465255957,Prvate,0.0,Married-cv-spouse,Machne-op-inspct,Wfe,Whte,ale,-0.22529795641309336,0.43103625188256944,-0.6041192604274936,False,True,10,>50K
0.6865052590233202,Prvate,0.0,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,-0.2604988237226618,-0.2522972606625862,0.0,True,False,8,<=50K
-0.47764337465255957,Prvate,-0.6207763806013928,Never-maried,Sale,Own-chid,Whit,ale,-3.78e-17,-4.82e-17,-0.5846055763715573,True,False,10,<=50K
-0.4116712832959625,Prvate,-0.6009160402404186,Never-married,Prof-specialy,Own-child,White,Mae,0.4007875494162813,-0.2873575012550464,0.8846111345794161,True,False,6,<=50K
-0.46311740958321707,Prvate,-0.6273964940550508,Married-civ-spouse,Exec-managerial,Wife,Other,Female,-0.2572140323957246,-0.26745558085826815,0.0,False,True,3,>50K
-6.88e-17,Prvate,-0.6273964940550508,Never-marrid,Prof-specialy,On-child,Asian-Pac-Islander,Male,-0.19411385289525568,-4.82e-17,-0.5897407563862774,False,True,8,>50K
-0.4364864736227559,Private,-0.611949562663182,Married-civ-spouse,Prof-specialy,On-child,Asian-Pac-Islander,Male,-0.2671916996108543,-4.82e-17,0.0,True,False,8,<=50K
-0.44798619596931866,Self-emp-inc,-0.5942959267867605,Married-civ-spouse,Farming-fishing,Husband,White,Male,-3.78e-17,-0.2873575012550464,0.0,False,True,8,>50K
-6.88e-17,?,0.016961215434334903,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,-0.2671916996108543,-0.2873575012550464,0.0,False,True,8,>50K
0.6865052590233202,State-gov,-0.6141562671477347,Married-spouse-absent,Exec-managerial,On-child,Asian-Pac-Islander,Male,-0.2671916996108543,-0.2873575012550464,0.8846111345794161,False,True,8,>50K
-6.88e-17,Prvate,0.9179243439947731,Married-civ-spouse,Prof-specialy,Not-in-family,White,Male,-0.2671916996108543,-4.82e-17,-0.5907677923892214,False,True,8,>50K
-6.88e-17,Self-emp-not-ic,0.0,Married-cv-spouse,Prof-specialy,On-child,Whie,emale,-3.78e-17,-4.82e-17,0.8846111345794161,True,False,11,<=50K
-0.44072321343464743,Private,-0.6053294492095239,Never-marrid,Machine-op-inspct,Other-relative,White,Female,-0.2671916996108543,-0.2873575012550464,-0.5871731663789174,True,False,3,<=50K
-0.3765668677117182,Prvate,0.0,Maried-spouse-absent,Caft-repair,Husban,Wite,Mae,-0.2671916996108543,-4.82e-17,0.0,False,True,6,>50K
-0.45827542122676956,Prvate,0.9179243439947731,Married-civ-spouse,Exec-managerial,On-child,Asian-Pac-Islander,Female,-3.78e-17,-0.2873575012550464,-0.5861461303759734,False,True,3,>50K
-0.4213552600088575,Prvate,0.0,Married-spouse-absent,Prof-specialy,Husband,White,Male,-3.78e-17,-0.2873575012550464,-0.5820379863641973,False,True,8,>50K
-0.47764337465255957,Privae,0.0,Never-marrid,Exe-managerial,Not-in-famiy,Blck,Mle,-3.78e-17,-0.2873575012550464,0.0,False,True,9,>50K
-0.47764337465255957,?,-0.6053294492095239,arried-civ-spouse,Profspecialty,Husbnd,Wite,ale,-3.78e-17,0.43103625188256944,-0.5871731663789174,False,True,10,>50K
-0.44132846197920333,?,-0.611949562663182,Married-spouse-absent,Exec-managerial,Wife,White,Female,-0.2671916996108543,-4.82e-17,0.0,False,True,3,>50K
0.6865052590233202,Prvate,-0.6207763806013928,Never-married,Prof-specialy,On-child,Asian-Pac-Islander,Female,-0.2671916996108543,-0.2873575012550464,0.0,True,False,3,<=50K
-6.88e-17,Private,0.0,Married-civ-spouse,Prof-specialy,Not-in-family,Asian-Pac-Islander,Mae,-0.2571439499256912,-4.82e-17,-0.5897407563862774,False,True,6,>50K
0.6865052590233202,Prvate,-0.6031227447249713,Never-marrid,?,Husband,White,Male,-0.2671916996108543,-0.24803067053757777,-0.5923083463936375,False,True,8,>50K
-0.4473809474247627,Private,-0.6053294492095239,Married-spouse-absent,Craft-repair,On-child,Other,Mae,-0.2671916996108543,-4.82e-17,-0.5794703963568373,False,True,6,>50K
-0.47764337465255957,Self-emp-nt-inc,-0.5987093357558659,Married-civ-spose,Prf-specialty,Wie,Whte,Mae,-3.78e-17,-0.2873575012550464,0.0,False,True,6,>50K
-0.47764337465255957,Pivate,0.0,Never-marrid,Prof-specialy,Other-reltive,Asian-Pac-Islander,Mae,-0.2671916996108543,-0.24551311735822504,-0.5599567123009009,True,False,6,<=50K
-0.46311740958321707,Private,-0.6296031985396036,Married-civ-spouse,Prof-specialy,Not-in-family,Asian-Pac-Islander,Male,-3.78e-17,-0.2873575012550464,-0.5907677923892214,True,False,8,<=50K
-0.3777773648008301,?,0.9179243439947731,Married-spouse-abent,Mchine-op-inspct,Not-infamily,Whit,Mae,-0.2671916996108543,-0.2873575012550464,-0.5794703963568373,False,True,6,>50K
-0.4558544270485458,?,0.0,Married-civ-spouse,Prof-specialty,On-child,White,Mae,-0.23221924924065404,-4.82e-17,0.0,False,True,6,>50K
-0.47764337465255957,?,0.9179243439947731,Never-marrid,Caft-repair,usband,Whit,Mae,-0.2671916996108543,-0.2873575012550464,0.8846111345794161,False,True,6,>50K
-0.3650671453651554,Priate,-0.6141562671477347,Never-marrid,Prof-specialy,Hsband,Oher,Mal,-0.2671916996108543,-0.2873575012550464,0.8846111345794161,True,False,7,<=50K
-0.44798619596931866,?,-0.6141562671477347,Married-civ-spouse,Craft-repair,On-child,White,Male,-0.17046880620008817,-0.2873575012550464,-0.5897407563862774,False,True,8,>50K
-0.47764337465255957,rivate,-0.6229830850859455,Never-maried,Armd-Forces,On-child,lack,Fmale,-0.2671916996108543,-4.82e-17,0.8846111345794161,True,False,5,<=50K
-0.38625084442461316,Pivate,0.0,ivorced,Prof-speialty,Unmarred,Asian-Pac-Islander,Mal,-0.2671916996108543,0.43103625188256944,0.0,False,True,7,>50K
-0.4594859183158814,Private,-0.6097428581786294,Never-marrid,Exec-managerial,Wife,White,Mae,-0.26047156942875993,-0.2873575012550464,0.4922416727152418,False,True,6,>50K
-0.444959953246539,Private,-0.6141562671477347,Never-marrid,Prof-specialy,Husband,Other,Male,-0.24769319905933138,-0.2873575012550464,0.8846111345794161,False,True,8,>50K
-0.4570649241376577,Private,-0.6031227447249713,Never-married,Prof-specialty,On-child,White,Mae,0.4007875494162813,-4.82e-17,-0.5897407563862774,False,True,6,>50K
-0.4007768094939556,rivate,0.9179243439947731,Married-civ-spose,Priv-house-ser,Hsband,Whie,Mle,-0.20166718577663637,-0.2873575012550464,-0.5846055763715573,True,False,9,<=50K
-0.4600911668604374,Prvate,-0.6163629716322874,Married-civ-spouse,Sales,Not-in-family,White,Mae,-0.2671916996108543,-0.2873575012550464,0.8846111345794161,False,True,6,>50K
-0.4600911668604374,Private,-0.6009160402404186,Divorced,Exec-managerial,Not-in-family,White,Mae,-3.78e-17,-0.2305403010810217,-0.5897407563862774,True,False,6,<=50K
-0.39956631240484375,Prvate,0.9179243439947731,Married-civspouse,?,ife,hite,Feale,-0.2671916996108543,-4.82e-17,-0.5876866843803894,False,True,0,>50K
-6.88e-17,Federal-gov,-0.6340166075087089,Never-marrid,Craft-repair,On-child,Asian-Pac-Islander,Male,-0.2671916996108543,-0.23496589456472608,-0.5897407563862774,False,True,8,>50K
-0.47764337465255957,Prvate,-0.6141562671477347,Marrie-civ-spouse,Execmanagerial,No-in-family,Asian-Pac-Islander,Mal,-3.78e-17,-4.82e-17,-0.5846055763715573,False,True,7,>50K
-0.4153027745632981,Priate,-0.6185696761168401,Maried-spouse-absent,Eec-managerial,Husbnd,Othr,Femle,-3.78e-17,-0.2873575012550464,-0.6077138864377977,False,True,4,>50K
0.6865052590233202,Private,-0.611949562663182,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0.4007875494162813,-0.2355489068799446,-0.5897407563862774,False,True,8,>50K
-0.4643279066723289,Private,-0.5876758133331025,Never-married,Craft-repair,Unmarried,Other,Male,-0.25772018356818827,-0.2873575012550464,-0.5882002023818614,True,False,8,<=50K
0.6118040055481253,Prvate,0.9179243439947731,Married-civ-spouse,Prof-specialy,Husband,Other,Mae,-3.78e-17,-4.82e-17,0.6355131951259319,False,True,6,>50K
-6.88e-17,Private,-0.611949562663182,Never-married,Prof-specialty,Not-in-family,Other,Mae,-3.78e-17,-4.82e-17,-0.5897407563862774,True,False,6,<=50K
-0.454038681414878,?,-0.5082344518892056,Never-married,Transport-moving,Other-relative,Other,Male,-0.2671916996108543,-0.2873575012550464,-0.5871731663789174,True,False,8,<=50K
-0.4455652017910949,Self-emp-inc,-0.611949562663182,Never-marrid,Exec-managerial,Husband,White,Male,-0.2671916996108543,-4.82e-17,-0.5820379863641973,False,True,8,>50K
-6.88e-17,Prvate,-0.6141562671477347,Never-marrid,Exec-managerial,Husband,White,Male,-0.25772018356818827,-0.2873575012550464,0.0,False,True,8,>50K
-0.41651327165241,?,0.9179243439947731,Married-civ-spouse,Craft-repair,On-child,White,Male,-0.2671916996108543,-4.82e-17,-0.5846055763715573,True,False,8,<=50K
-0.47764337465255957,Localgov,-0.6141562671477347,Never-marrid,Prof-specialy,Other-relaive,Wite,Mle,0.4007875494162813,-0.2873575012550464,-0.5846055763715573,True,False,9,<=50K
0.6865052590233202,Prvate,-0.6053294492095239,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.4007875494162813,-0.2873575012550464,0.0,False,True,8,>50K
-0.4455652017910949,Private,-0.6207763806013928,Never-marrid,Prof-specialy,On-child,Asian-Pac-Islander,Mae,0.4007875494162813,-4.82e-17,0.8846111345794161,False,True,6,>50K
0.6865052590233202,Private,0.0,Married-civ-spouse,Sales,On-child,White,Female,-0.2671916996108543,-0.23695343654842557,-0.5897407563862774,False,True,3,>50K
-0.4558544270485458,Private,0.0,Married-civ-spouse,Exec-managerial,On-child,White,Male,-0.2671916996108543,-4.82e-17,0.8846111345794161,False,True,8,>50K
-6.88e-17,Never-worked,0.9179243439947731,Never-married,?,Own-child,Other,Male,-0.23342233164289458,-0.2873575012550464,-0.5897407563862774,True,False,8,<=50K
-6.88e-17,Prvate,0.9179243439947731,Never-marrid,Farming-fishing,On-child,Other,Male,-0.2671916996108543,-0.2873575012550464,-0.559443194299429,False,True,8,>50K
-6.88e-17,Prvate,-0.6053294492095239,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,-0.2632891442888076,-0.2763862695050248,0.8846111345794161,True,False,8,<=50K
-6.88e-17,Federal-gov,0.0,Married-civ-spouse,Exec-managerial,On-child,White,Male,-3.78e-17,-4.82e-17,0.0,False,True,8,>50K
-0.36083040555326384,Slf-emp-inc,0.0,Never-marrid,Exec-manaerial,Not-in-famly,hite,Femle,-0.2671916996108543,-0.2873575012550464,-0.5923083463936375,False,True,4,>50K
-0.4697751435733324,Private,0.9179243439947731,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-3.78e-17,-0.18363431026571214,0.0,False,True,8,>50K
-6.88e-17,?,-0.6009160402404186,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,-3.78e-17,-0.2873575012550464,0.0,False,True,3,>50K
-0.46130166394954925,Private,0.0,Never-married,Machine-op-inspct,Own-child,Other,Mae,-3.78e-17,-0.2873575012550464,-0.5902542743877495,True,False,6,<=50K
-0.47764337465255957,Prvate,-0.5965026312713132,Marrie-civ-spouse,Crat-repair,Other-elative,Asian-Pac-Islander,Mae,-0.2671916996108543,-4.82e-17,-0.5707405903318131,True,False,6,<=50K
