age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income_<=50K,income_>50K,sex_lab,income
0.04704268701828152,Priate,0.0,Married-iv-spouse,Profspecialty,Husbnd,Asian-Pac-Islandr,Female,-0.26023603187711103,-0.2787035145358995,-0.7637738778634977,False,True,3,>50K
0.8811220595578884,?,-0.6109045262561662,Never-married,Prof-specialty,Not-in-family,White,Female,5.1e-17,-0.2787035145358995,-0.7637738778634977,True,False,3,<=50K
1.0363e-16,Self-emp-inc,0.9067243918025745,Married-civ-spouse,Exec-managerial,Not-i-family,White,Male,-0.25075079982526155,-0.2787035145358995,0.0,True,False,8,<=50K
0.30228416711779,Federal-gov,0.0,Never-maried,Adm-clericl,Own-chld,lack,Mle,5.1e-17,-0.27695791505443024,0.0,True,False,9,<=50K
-0.39051413600944734,Local-gov,0.0,Married-civ-spouse,Protective-serv,Husband,White,Male,-0.26023603187711103,-0.2787035145358995,-0.622722609266401,False,True,8,>50K
-0.5144885692006371,Self-emp-inc,-0.595920796684672,Never-married,Transport-moving,Not-in-family,White,Female,-0.26023603187711103,0.4180552718038491,0.0,False,True,3,>50K
-0.8207783453200475,Self-em-inc,-0.6066234606643107,Married-ci-spouse,Armed-Forcs,usband,Othr,Femal,5.1e-17,-0.27754426434096385,0.9533181777992057,False,True,2,>50K
1.0363e-16,Private,0.0,Separated,Machine-op-inspct,Unmarried,Othr,Female,-0.26023603187711103,-0.2787035145358995,-0.5842540814671928,True,False,3,<=50K
-0.6238777749575694,Self-emp-inc,0.0,Marriedciv-spouse,Exec-managerial,Husband,Other,Male,-0.26023603187711103,-0.27348285414524953,0.0,False,True,8,>50K
1.0363e-16,Self-emp-not-inc,-0.595920796684672,Married-civ-spouse,Prof-specialty,Not-i-family,White,Female,-0.26023603187711103,-3.91e-17,0.0,True,False,3,<=50K
0.8811220595578884,Local-gov,0.0,Widowed,Adm-clerical,Not-in-family,Other,Male,5.1e-17,-0.27515314270918234,0.0,True,False,8,<=50K
-0.6019999338061829,Local-gov,-0.6109045262561662,Never-married,Prof-specialty,Not-in-family,White,Female,0.3903540478156666,-3.91e-17,-0.6355454518661371,True,False,3,<=50K
-0.6457556161089558,Local-gov,0.9067243918025745,Marriedciv-spouse,Protective-serv,Husband,Othr,Female,-0.26023603187711103,-0.2787035145358995,0.0,False,True,3,>50K
1.0363e-16,Private,0.9067243918025745,Married-civ-spouse,Armed-Forcs,Not-i-family,White,Female,5.1e-17,-3.91e-17,-0.6804254009652133,False,True,3,>50K
-0.5363664103520236,?,0.0,Marriedciv-spouse,Protective-serv,Not-i-family,Amer-Indian-Eskimo,Female,-0.25944748509944504,-0.2787035145358995,-0.7317167713641576,False,True,3,>50K
-0.38322152229231843,State-gov,-0.613045059052094,Marriedciv-spouse,Priv-house-serv,Own-child,Othr,Male,-0.26023603187711103,-3.91e-17,-0.6996596648648173,True,False,8,<=50K
1.0363e-16,Private,-0.5680938703376113,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.26023603187711103,-3.91e-17,-0.6355454518661371,False,True,8,>50K
-0.8207783453200475,Sel-emp-inc,-0.5980613294805998,Marriedciv-spouse,Exe-managerial,Not-in-fmily,Whte,Fmale,-0.25802251535997117,-3.91e-17,-0.6355454518661371,False,True,5,>50K
1.0363e-16,Private,0.0,Never-married,Armed-Forcs,Not-in-family,White,Female,-0.26023603187711103,-3.91e-17,0.0,True,False,3,<=50K
0.11267621047244085,Privat,-0.6151855918480218,Never-marrid,Sale,ife,Othr,Female,5.1e-17,-0.27788047379425146,0.0,True,False,3,<=50K
-0.6238777749575694,Local-gov,-0.6109045262561662,Separated,Prof-specialty,Own-child,White,Female,-0.26023603187711103,-0.2787035145358995,0.0,True,False,3,<=50K
-0.5655368652205388,Local-gov,-0.604482927868383,Separated,Armed-Forcs,Not-i-family,White,Male,-0.26023603187711103,-0.26662418129818233,0.0,True,False,8,<=50K
0.8811220595578884,Private,-0.5980613294805998,Married-civ-spouse,Transport-moving,Wife,Other,Female,5.1e-17,-3.91e-17,0.9533181777992057,False,True,3,>50K
-0.3394658399895456,Federal-gov,0.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.26023603187711103,-3.91e-17,0.0,False,True,8,>50K
-0.4488550457464778,Federal-gov,-0.5766560015213222,Never-married,Tech-support,Not-in-family,White,Male,-0.26023603187711103,-0.2787035145358995,-0.6355454518661371,True,False,8,<=50K
-0.4634402731807354,Federal-gov,-0.604482927868383,Married-civ-spouse,Sales,Husband,Othr,Male,5.1e-17,-0.2787035145358995,-0.5714312388674567,False,True,8,>50K
-0.8061931178857898,Self-emp-inc,-0.5830775999091056,Married-civ-spouse,Craft-repair,Not-i-family,Other,Female,-0.26023603187711103,-3.91e-17,-0.603488345366797,False,True,3,>50K
-0.5290737966348947,State-gov,-0.6258882558276605,Married-civ-spouse,Armed-Forcs,Husband,Other,Female,-0.26023603187711103,-0.2787035145358995,-0.6355454518661371,False,True,3,>50K
-0.4342698183122203,Private,-0.5787965343172501,Married-civ-spouse,Prof-specialty,Not-i-family,White,Female,5.1e-17,-3.91e-17,-0.5073170258687765,False,True,3,>50K
1.0363e-16,Self-emp-not-nc,0.0,Never-arried,Exec-manageril,Not-i-family,Othr,Female,5.1e-17,-0.2787035145358995,0.7108530211061497,True,False,3,<=50K
0.8811220595578884,Private,0.0,Separated,Exec-managerial,Own-child,Other,Female,-0.26018850002967947,-0.2787035145358995,-0.603488345366797,True,False,3,<=50K
-0.8207783453200475,Privae,0.0,Married-civ-spuse,Craf-repair,Husbnd,Whte,Mae,0.18018661903722885,-3.91e-17,0.0,False,True,6,>50K
-0.5874147063719253,Private,-0.5980613294805998,Never-married,Armed-Forcs,Own-child,White,Male,5.1e-17,-3.91e-17,0.0,False,True,8,>50K
-0.6457556161089558,Federal-gov,-0.5980613294805998,Married-civ-spouse,Exec-managerial,Husband,Othr,Female,-0.26023603187711103,-3.91e-17,0.0,False,True,3,>50K
0.6304517843885866,Federal-gov,0.0,Marrid-civ-spouse,Prf-specialty,Husbad,Back,ale,0.30686052572766204,-0.2787035145358995,-0.6611911370656092,False,True,10,>50K
0.08350575560392559,Federal-gov,0.0,Marriedciv-spouse,Prof-specialy,usband,Othr,Femal,-0.2592794808276479,-3.91e-17,-0.603488345366797,False,True,2,>50K
-0.6311703886746982,Private,-0.604482927868383,Married-civ-spouse,Armed-Forcs,Wife,White,Female,-0.26023603187711103,-3.91e-17,-0.5393741323681166,False,True,3,>50K
-0.3030027714039015,Federal-gov,-0.6087639934602385,Separated,Armed-Forcs,Wife,White,Female,-0.26023603187711103,-0.2787035145358995,-0.6355454518661371,True,False,3,<=50K
-0.4415624320293491,Private,-0.595920796684672,Married-civ-spouse,Craft-repair,Husband,Other,Female,0.022326563453193053,-0.2787035145358995,-0.622722609266401,False,True,3,>50K
0.8811220595578884,?,0.0,Married-civ-spouse,?,Own-child,White,Male,-0.2590745681858405,-0.2787035145358995,0.0,False,True,8,>50K
-0.39051413600944734,Private,0.0,Married-civ-spouse,Craft-repair,Husband,White,Female,-0.26023603187711103,-0.27023641566430434,0.0,False,True,3,>50K
0.09809098303818321,Self-em-not-inc,0.9067243918025745,Mrried-civ-spouse,Armed-Forcs,Not-i-family,Othr,Female,-0.25449661605994645,-0.27291802226372636,0.0,False,True,3,>50K
0.17830973392660018,Federal-gov,-0.604482927868383,Nevermarried,Tec-support,Ownchild,Othr,Mle,-0.25654311398876123,-3.91e-17,-0.7317167713641576,True,False,9,<=50K
1.0363e-16,Private,0.0,Separated,Transport-moving,Not-in-family,White,Male,-0.25939403915118103,-3.91e-17,0.0,True,False,8,<=50K
-0.011298222718748991,Privat,0.0,Marriedciv-spouse,Armed-Forcs,Not-i-family,Oher,Mle,-0.26023603187711103,0.4180552718038491,-0.5073170258687765,False,True,9,>50K
1.0363e-16,Federal-gov,-0.6109045262561662,Married-civ-spouse,Armed-Forcs,Husband,Othr,Male,-0.25882957108283516,-0.27358775149467524,0.0,False,True,8,>50K
-0.8207783453200475,Pivate,-0.5659533375416835,Marrie-civ-spouse,Craft-epair,usband,Whie,Female,5.1e-17,-0.2787035145358995,0.0,False,True,3,>50K
-0.8207783453200475,Sef-emp-inc,0.9067243918025745,Maried-civ-spouse,Armed-Forcs,Hsband,Wite,ale,5.1e-17,-3.91e-17,-0.6355454518661371,True,False,10,<=50K
1.0363e-16,Self-emp-inc,-0.6066234606643107,Married-civ-spouse,Protective-serv,Husband,White,Female,5.1e-17,-3.91e-17,-0.6547797157657411,False,True,3,>50K
-0.8207783453200475,Privte,0.0,Separate,?,Own-chil,Blck,Femal,-0.26023603187711103,-0.2752472813561029,0.0,True,False,2,<=50K
0.31686939455204766,rivate,0.0,Widowe,Crft-repair,Not-i-family,Othr,Mle,-0.26023603187711103,-0.2787035145358995,-0.4432028128700961,False,True,9,>50K
0.8811220595578884,Private,0.0,Married-civ-spouse,Transport-moving,Wife,White,Female,-0.26023603187711103,-0.27455603472014356,0.0,False,True,3,>50K
-0.2227840205154846,Private,-0.5937802638887443,Married-civ-spouse,Priv-house-serv,Not-i-family,Othr,Female,-0.25939403915118103,-3.91e-17,0.9533181777992057,False,True,3,>50K
-0.4707328868978642,Self-emp-inc,0.9067243918025745,Never-married,Prof-specialty,Not-in-family,White,Male,-0.2600598135763798,-0.2787035145358995,-0.5073170258687765,False,True,8,>50K
-0.8207783453200475,Self-empinc,-0.6023423950724552,Married-civ-spuse,Craf-repair,Husban,Othr,ale,-0.26023603187711103,0.4180552718038491,0.9533181777992057,True,False,10,<=50K
1.0363e-16,Self-emp-inc,-0.6066234606643107,Separated,Armed-Forcs,Not-i-family,Othr,Male,5.1e-17,-0.2787035145358995,0.0,False,True,8,>50K
1.0363e-16,Private,-0.6066234606643107,Divorced,Exec-managerial,Not-in-family,Other,Female,-0.2590838774186324,-0.2787035145358995,-0.6355454518661371,True,False,3,<=50K
-0.047761291304393064,?,-0.613045059052094,Mrried-civ-spouse,Faming-fishing,Not-i-family,Wite,Female,-0.2601396539376185,-3.91e-17,0.6723844933069415,False,True,3,>50K
1.0363e-16,Federal-gov,-0.613045059052094,Married-civ-spouse,Adm-clerical,Own-child,Other,Male,5.1e-17,-3.91e-17,-0.6355454518661371,False,True,8,>50K
-0.8207783453200475,Prvate,-0.6066234606643107,Mrried-civ-spouse,Exec-mnagerial,Not-i-family,Oter,Mae,5.1e-17,-3.91e-17,0.0,False,True,6,>50K
-0.4415624320293491,Federal-gov,0.0,Separated,Prof-specialty,Not-in-family,Othr,Female,-0.2537809003388288,-0.2752445916804766,0.0,True,False,3,<=50K
0.8811220595578884,Self-emp-not-inc,-0.6173261246439495,Married-civ-spouse,Transport-moving,Husband,White,Female,-0.26023603187711103,-0.2787035145358995,0.9533181777992057,False,True,3,>50K
0.5283551923487833,Prvate,0.9067243918025745,Married-civ-souse,Armed-Forcs,ife,hite,Mal,-0.2594367521016379,-0.2787035145358995,0.9533181777992057,False,True,7,>50K
1.0363e-16,Private,-0.6066234606643107,Married-civ-spouse,Craft-repair,Not-i-family,Other,Male,5.1e-17,-0.2787035145358995,0.9533181777992057,False,True,8,>50K
1.0363e-16,Private,0.0,Never-married,Craft-repair,Not-i-family,Other,Female,5.1e-17,-3.91e-17,-0.6355454518661371,True,False,3,<=50K
-0.6822186846945999,Private,0.0,Married-civ-spouse,Priv-house-serv,Not-i-family,White,Male,-0.04908368513030779,-0.2787035145358995,-0.603488345366797,False,True,8,>50K
-0.324880612555288,Private,-0.595920796684672,Marriedciv-spouse,Prof-specialty,Unmarried,Other,Male,-0.26023603187711103,-0.27577445777885784,-0.6676025583654772,True,False,8,<=50K
1.0363e-16,Federal-gov,-0.5894991982968888,Separated,Prof-specialty,Not-i-family,Othr,Female,-0.26023603187711103,-3.91e-17,-0.7509510352637616,True,False,3,<=50K
1.0363e-16,Federal-gov,-0.5894991982968888,Marriedciv-spouse,Exec-managerial,Husband,White,Female,-0.26023603187711103,-3.91e-17,0.9533181777992057,False,True,3,>50K
1.0363e-16,Self-emp-inc,-0.5830775999091056,Married-civ-spouse,Exec-managerial,Husband,Othr,Male,5.1e-17,-0.2787035145358995,-0.6355454518661371,False,True,8,>50K
-0.7843152767344033,Federal-gov,0.9067243918025745,Married-civ-spouse,Prof-specialty,Wife,Other,Female,5.1e-17,-3.91e-17,0.0,True,False,3,<=50K
1.0363e-16,Private,0.0,Married-civ-spouse,Craft-repair,Not-i-family,Othr,Male,-0.26023603187711103,-3.91e-17,-0.6355454518661371,True,False,8,<=50K
0.23665064366363067,?,-0.030820138559746663,Seprated,Protective-erv,Not-i-family,Othr,Feale,-0.26023603187711103,-0.2787035145358995,0.390281956112748,True,False,0,<=50K
-0.14985788334419645,Federal-gov,-0.5980613294805998,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.253942223867093,-0.2787035145358995,-0.6355454518661371,False,True,8,>50K
-0.5947073200890541,Private,-0.613045059052094,Married-civ-spouse,Armed-Forcs,Husband,White,Female,5.1e-17,-0.2787035145358995,-0.6355454518661371,False,True,3,>50K
1.0363e-16,Private,0.0,Married-civ-spouse,Exec-managerial,Wife,Othr,Male,-0.26023603187711103,-0.27358775149467524,-0.7958309843628378,False,True,8,>50K
0.8811220595578884,Private,-0.595920796684672,Married-civ-spouse,Transport-moving,Husband,White,Male,5.1e-17,-0.2787035145358995,0.0,False,True,8,>50K
0.7835966724482918,Federal-gov,-0.5680938703376113,Marriedciv-spouse,Armed-Forcs,Husband,White,Female,5.1e-17,-0.2716081502337178,-0.6996596648648173,True,False,3,<=50K
-0.6822186846945999,?,-0.6066234606643107,Never-married,?,Wife,Othr,Female,-0.26023603187711103,-0.2787035145358995,0.0,True,False,3,<=50K
-0.6019999338061829,Private,0.0,Marriedciv-spouse,Tech-support,Own-child,White,Male,-0.26023603187711103,-0.2787035145358995,-0.4752599193694363,True,False,8,<=50K
0.8811220595578884,Self-emp-not-inc,-0.6237477230317328,Married-civ-spouse,Armed-Forcs,Own-child,Other,Male,5.1e-17,-0.2709491797052741,0.0,False,True,8,>50K
-0.5874147063719253,Self-emp-not-inc,0.9067243918025745,Married-civ-spouse,Transport-moving,Husband,Other,Female,5.1e-17,-0.2787035145358995,-0.5842540814671928,True,False,3,<=50K
1.0363e-16,State-gov,0.0,Marriedciv-spouse,Exec-managerial,Own-child,Other,Male,5.1e-17,-0.2696984805390442,-0.6355454518661371,False,True,8,>50K
0.39708814544046467,elf-emp-inc,-0.595920796684672,Nevermarried,Exec-manageial,Unmaried,Othr,emale,-0.25718829858143205,-0.2787035145358995,-0.6676025583654772,False,True,11,>50K
1.0363e-16,Self-emp-inc,-0.604482927868383,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Male,-0.26023603187711103,-3.91e-17,0.9480756092012669,False,True,8,>50K
1.0363e-16,Federal-gov,-0.5852181327050333,Married-civ-spouse,Exec-managerial,Not-i-family,Asian-Pac-Islander,Female,5.1e-17,-0.2787035145358995,-0.5842540814671928,False,True,3,>50K
-0.6238777749575694,Federal-gov,0.0,Never-married,Armed-Forcs,Wife,Other,Female,5.1e-17,-0.27786433574049363,-0.5714312388674567,True,False,3,<=50K
1.0363e-16,Self-emp-inc,-0.5916397310928165,Marriedciv-spouse,Sales,Not-i-family,Other,Female,-0.26023603187711103,-0.27358775149467524,-0.603488345366797,True,False,3,<=50K
-0.8207783453200475,Priate,0.9067243918025745,Marriedciv-spouse,Craftrepair,Otherrelative,Othr,Female,5.1e-17,-3.91e-17,-0.6355454518661371,True,False,3,<=50K
1.0363e-16,Federal-gov,-0.5980613294805998,Marriedciv-spouse,Prof-specialty,Not-i-family,White,Female,5.1e-17,-0.2787035145358995,-0.6996596648648173,False,True,3,>50K
-0.8207783453200475,Self-emp-notinc,-0.5916397310928165,Marriedciv-spouse,Sles,Not-i-family,Othr,Femae,-0.26023603187711103,-3.91e-17,0.0,True,False,1,<=50K
-0.4634402731807354,Federal-gov,0.0,Married-civ-spouse,Tech-support,Own-child,White,Female,-0.26023603187711103,-3.91e-17,0.0,False,True,3,>50K
-0.5655368652205388,Federal-gov,0.9067243918025745,Marriedciv-spouse,Armed-Forcs,Not-i-family,White,Male,-0.26023603187711103,-3.91e-17,-0.6098997666666649,False,True,8,>50K
-0.6822186846945999,Federal-gov,-0.6066234606643107,Never-married,Handlers-cleaners,Own-child,White,Male,-0.26023603187711103,-0.2787035145358995,-0.6611911370656092,True,False,8,<=50K
0.8811220595578884,Federal-gov,0.9067243918025745,Nevr-married,Other-ervice,Nt-in-family,Whie,Femle,-0.26023603187711103,-0.2787035145358995,0.0,False,True,4,>50K
-0.5655368652205388,State-gov,0.8189713814235691,Married-civ-spouse,Craft-repair,Wife,Othr,Female,-0.26023603187711103,-3.91e-17,0.9533181777992057,False,True,3,>50K
1.0363e-16,Federal-gov,0.0,Married-civ-spouse,Exec-managerial,Husband,Othr,Male,-0.26023603187711103,-0.2784184089195116,-0.6355454518661371,False,True,8,>50K
-0.4342698183122203,Self-emp-inc,0.0,Marriedciv-spouse,Craft-repair,Own-child,Black,Male,-0.26023603187711103,-3.91e-17,-0.5842540814671928,False,True,8,>50K
-0.5947073200890541,Self-emp-inc,0.9067243918025745,Marriedciv-spouse,Exec-managerial,Not-in-family,Other,Female,-0.26023603187711103,-0.27449686185636496,0.0,False,True,3,>50K
1.0363e-16,Prvate,0.0,Marriedciv-spouse,Saes,Ow-child,Othr,Mal,-0.26023603187711103,-0.2787035145358995,0.0,True,False,7,<=50K
-0.4561476594636066,Private,-0.604482927868383,Married-civ-spouse,Craft-repair,Not-i-family,Othr,Male,-0.26023603187711103,-0.2787035145358995,-0.7060710861646854,False,True,8,>50K
0.6012813295200714,Self-emp-not-in,-0.595920796684672,Married-ci-spouse,Armed-Forcs,Ownchild,Whie,Female,-0.26023603187711103,-0.2787035145358995,0.0,True,False,3,<=50K
-0.2884175439696439,Prvate,-0.5787965343172501,Marred-civ-spouse,Protective-sev,Own-chid,Whie,Mal,-0.26023603187711103,-0.2787035145358995,-0.6804254009652133,True,False,7,<=50K
-0.8207783453200475,Loca-gov,0.0,Divoced,Mchine-op-inspct,ot-in-family,Whit,Mle,5.1e-17,-0.2787035145358995,-0.6355454518661371,False,True,9,>50K
-0.5436590240691525,Local-gov,0.0,Marriedciv-spouse,Exec-managerial,Husband,Othr,Female,-0.26023603187711103,-3.91e-17,-0.6355454518661371,True,False,3,<=50K
-0.5363664103520236,Federal-gov,0.0,Separated,Farming-fishing,Own-child,Other,Female,-0.26023603187711103,-0.2787035145358995,-0.6868368222650814,True,False,3,<=50K
0.8811220595578884,Federal-gov,-0.5980613294805998,Separated,Armed-Forcs,Not-i-family,Othr,Female,5.1e-17,-3.91e-17,0.7044415998062816,False,True,3,>50K
-0.5144885692006371,Self-emp-inc,-0.6023423950724552,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.3903540478156666,-3.91e-17,0.0,False,True,8,>50K
1.0363e-16,Private,0.0,Married-civ-spouse,Transport-moving,Husband,Othr,Female,-0.25996562604460305,-0.2787035145358995,-0.3662657572716797,False,True,3,>50K
-0.6895112984117286,?,-0.6066234606643107,Marriedciv-spouse,?,Own-child,White,Female,5.1e-17,-0.2787035145358995,0.0,True,False,3,<=50K
1.0363e-16,Federal-gov,-0.6237477230317328,Marriedciv-spouse,Armed-Forcs,Unmarried,Other,Male,-0.26023603187711103,-0.2787035145358995,0.0,False,True,8,>50K
0.41896598659185097,Self-emp-in,0.0,Never-maried,Armed-Forcs,Other-reltive,lack,Female,-0.26023603187711103,-0.2787035145358995,-0.8086538269625739,True,False,3,<=50K
-0.3394658399895456,Local-gov,0.0,Married-civ-spouse,Armed-Forcs,Husband,Othr,Female,-0.26023603187711103,-0.2787035145358995,0.0,True,False,3,<=50K
-0.6603408435432134,Lcal-gov,-0.6023423950724552,Married-civ-spous,Prof-speialty,usband,hite,Feale,-0.26023603187711103,-0.2787035145358995,0.9533181777992057,False,True,0,>50K
-0.4780255006149931,Self-emp-inc,0.9067243918025745,Married-civ-spouse,Protective-serv,Husband,Other,Male,-0.26023603187711103,-3.91e-17,-0.6355454518661371,False,True,8,>50K
0.017872232149766267,Priate,-0.604482927868383,Married-cv-spouse,Exec-anagerial,Own-chid,Wite,Female,5.1e-17,-0.2787035145358995,-0.6098997666666649,False,True,3,>50K
-0.41239197716083376,Federal-gov,-0.6066234606643107,arried-civ-spouse,Exec-manageral,wn-child,Othr,Mae,5.1e-17,0.4180552718038491,0.0,True,False,6,<=50K
-0.5582442515034101,Self-emp-not-inc,-0.604482927868383,Married-civ-spouse,Exec-managerial,Husband,White,Female,5.1e-17,-3.91e-17,-0.4944941832690403,False,True,3,>50K
1.0363e-16,Never-worked,0.9067243918025745,Married-civ-spouse,Armed-Forcs,Husband,White,Male,5.1e-17,0.4180552718038491,0.0,True,False,8,<=50K
0.5283551923487833,Federal-gov,-0.604482927868383,Separted,Armed-Forcs,Own-hild,Othr,Feale,5.1e-17,-3.91e-17,0.0,True,False,0,<=50K
